-181.555, 64.182, 3.170,  7.606
-181.554, 64.078, 3.114,  7.639
-181.554, 63.976, 3.061,  7.672
-181.553, 63.876, 3.018,  7.705
-181.552, 63.776, 2.990,  7.738
-181.551, 63.677, 2.980,  7.771
-181.551, 63.578, 2.990,  7.804
-181.550, 63.477, 3.016,  7.837
-181.549, 63.376, 3.053,  7.870
-181.549, 63.272, 3.098,  7.903
-181.548, 63.167, 3.147,  7.936
-181.547, 63.061, 3.198,  7.969
-181.547, 62.953, 3.248,  8.002
-181.546, 62.843, 3.298,  8.035
-181.546, 62.731, 3.344,  8.068
-181.545, 62.618, 3.388,  8.101
-181.544, 62.504, 3.427,  8.134
-181.544, 62.389, 3.456,  8.167
-181.543, 62.274, 3.455,  8.200
-181.543, 62.160, 3.425,  8.233
-181.542, 62.047, 3.373,  8.266
-181.542, 61.937, 3.314,  8.299
-181.541, 61.829, 3.258,  8.332
-181.541, 61.722, 3.211,  8.365
-181.540, 61.616, 3.178,  8.398
-181.540, 61.511, 3.164,  8.431
-181.539, 61.405, 3.170,  8.464
-181.539, 61.299, 3.193,  8.497
-181.539, 61.191, 3.230,  8.530
-181.538, 61.082, 3.275,  8.563
-181.538, 60.971, 3.324,  8.596
-181.537, 60.859, 3.377,  8.629
-181.537, 60.745, 3.430,  8.662
-181.536, 60.628, 3.483,  8.695
-181.536, 60.511, 3.533,  8.728
-181.536, 60.391, 3.580,  8.761
-181.535, 60.271, 3.623,  8.794
-181.535, 60.149, 3.662,  8.827
-181.535, 60.026, 3.697,  8.860
-181.534, 59.902, 3.721,  8.893
-181.534, 59.778, 3.714,  8.926
-181.533, 59.655, 3.678,  8.959
-181.533, 59.535, 3.621,  8.992
-181.533, 59.416, 3.558,  9.025
-181.533, 59.300, 3.496,  9.058
-181.532, 59.185, 3.443,  9.091
-181.532, 59.072, 3.404,  9.124
-181.532, 58.960, 3.383,  9.157
-181.531, 58.847, 3.384,  9.190
-181.531, 58.734, 3.405,  9.223
-181.531, 58.619, 3.439,  9.256
-181.531, 58.503, 3.484,  9.289
-181.530, 58.385, 3.535,  9.322
-181.530, 58.265, 3.589,  9.355
-181.530, 58.144, 3.645,  9.388
-181.529, 58.021, 3.701,  9.421
-181.529, 57.895, 3.755,  9.454
-181.529, 57.769, 3.805,  9.487
-181.529, 57.640, 3.852,  9.520
-181.528, 57.511, 3.895,  9.553
-181.528, 57.380, 3.933,  9.586
-181.528, 57.248, 3.966,  9.619
-181.528, 57.115, 3.994,  9.652
-181.527, 56.981, 4.012,  9.685
-181.527, 56.848, 4.000,  9.718
-181.527, 56.716, 3.961,  9.751
-181.527, 56.586, 3.909,  9.784
-181.526, 56.457, 3.854,  9.817
-181.526, 56.331, 3.804,  9.850
-181.526, 56.205, 3.765,  9.883
-181.526, 56.081, 3.743,  9.916
-181.526, 55.957, 3.739,  9.949
-181.525, 55.832, 3.752,  9.982
-181.525, 55.706, 3.779, 10.015
-181.525, 55.579, 3.815, 10.048
-181.525, 55.450, 3.857, 10.081
-181.525, 55.320, 3.902, 10.114
-181.524, 55.188, 3.950, 10.147
-181.524, 55.055, 3.997, 10.180
-181.524, 54.920, 4.044, 10.213
-181.524, 54.784, 4.088, 10.246
-181.524, 54.647, 4.129, 10.279
-181.523, 54.508, 4.167, 10.312
-181.523, 54.368, 4.202, 10.345
-181.523, 54.227, 4.232, 10.378
-181.523, 54.085, 4.259, 10.411
-181.523, 53.943, 4.283, 10.444
-181.522, 53.799, 4.303, 10.477
-181.522, 53.656, 4.320, 10.510
-181.522, 53.511, 4.335, 10.543
-181.522, 53.367, 4.348, 10.576
-181.522, 53.222, 4.360, 10.609
-181.521, 53.076, 4.370, 10.642
-181.521, 52.930, 4.379, 10.675
-181.521, 52.784, 4.387, 10.708
-181.521, 52.638, 4.395, 10.741
-181.521, 52.491, 4.403, 10.774
-181.521, 52.345, 4.411, 10.807
-181.520, 52.197, 4.420, 10.840
-181.520, 52.050, 4.429, 10.873
-181.520, 51.902, 4.438, 10.906
-181.520, 51.754, 4.447, 10.939
-181.520, 51.606, 4.458, 10.972
-181.519, 51.457, 4.468, 11.005
-181.519, 51.308, 4.479, 11.038
-181.519, 51.158, 4.491, 11.071
-181.519, 51.008, 4.503, 11.104
-181.519, 50.858, 4.515, 11.137
-181.518, 50.707, 4.528, 11.170
-181.518, 50.555, 4.541, 11.203
-181.518, 50.404, 4.554, 11.236
-181.518, 50.252, 4.567, 11.269
-181.518, 50.099, 4.580, 11.302
-181.517, 49.946, 4.594, 11.335
-181.517, 49.793, 4.608, 11.368
-181.517, 49.639, 4.621, 11.401
-181.517, 49.484, 4.635, 11.434
-181.517, 49.329, 4.649, 11.467
-181.516, 49.174, 4.662, 11.500
-181.516, 49.018, 4.676, 11.533
-181.516, 48.862, 4.690, 11.566
-181.516, 48.705, 4.704, 11.599
-181.516, 48.548, 4.718, 11.632
-181.515, 48.391, 4.731, 11.665
-181.515, 48.233, 4.745, 11.698
-181.515, 48.074, 4.759, 11.731
-181.515, 47.915, 4.773, 11.764
-181.515, 47.756, 4.787, 11.797
-181.514, 47.596, 4.800, 11.830
-181.514, 47.435, 4.814, 11.863
-181.514, 47.274, 4.828, 11.896
-181.514, 47.113, 4.842, 11.929
-181.514, 46.951, 4.856, 11.962
-181.514, 46.789, 4.870, 11.995
-181.513, 46.626, 4.884, 12.028
-181.513, 46.463, 4.899, 12.061
-181.513, 46.300, 4.913, 12.094
-181.513, 46.136, 4.927, 12.127
-181.513, 45.971, 4.942, 12.160
-181.512, 45.806, 4.956, 12.193
-181.512, 45.640, 4.971, 12.226
-181.512, 45.474, 4.985, 12.259
-181.512, 45.308, 5.000, 12.292
-181.511, 45.141, 5.015, 12.325
-181.511, 44.973, 5.030, 12.358
-181.511, 44.805, 5.044, 12.391
-181.511, 44.637, 5.059, 12.424
-181.510, 44.468, 5.074, 12.457
-181.510, 44.298, 5.090, 12.490
-181.510, 44.128, 5.104, 12.523
-181.510, 43.958, 5.108, 12.556
-181.510, 43.788, 5.092, 12.589
-181.509, 43.619, 5.074, 12.622
-181.509, 43.451, 5.060, 12.655
-181.509, 43.282, 5.050, 12.688
-181.509, 43.114, 5.044, 12.721
-181.508, 42.946, 5.043, 12.754
-181.508, 42.778, 5.046, 12.787
-181.508, 42.610, 5.054, 12.820
-181.508, 42.441, 5.066, 12.853
-181.507, 42.272, 5.081, 12.886
-181.507, 42.102, 5.101, 12.919
-181.507, 41.931, 5.124, 12.952
-181.507, 41.759, 5.149, 12.985
-181.506, 41.587, 5.178, 13.018
-181.506, 41.413, 5.208, 13.051
-181.506, 41.239, 5.240, 13.084
-181.506, 41.063, 5.272, 13.117
-181.505, 40.886, 5.306, 13.150
-181.505, 40.708, 5.339, 13.183
-181.505, 40.530, 5.372, 13.216
-181.505, 40.350, 5.405, 13.249
-181.504, 40.169, 5.436, 13.282
-181.504, 39.987, 5.466, 13.315
-181.504, 39.804, 5.494, 13.348
-181.503, 39.620, 5.521, 13.381
-181.503, 39.435, 5.546, 13.414
-181.503, 39.250, 5.569, 13.447
-181.503, 39.064, 5.591, 13.480
-181.502, 38.877, 5.611, 13.513
-181.502, 38.689, 5.630, 13.546
-181.502, 38.501, 5.648, 13.579
-181.502, 38.313, 5.664, 13.612
-181.501, 38.124, 5.679, 13.645
-181.501, 37.934, 5.694, 13.678
-181.501, 37.744, 5.708, 13.711
-181.500, 37.554, 5.721, 13.744
-181.500, 37.363, 5.734, 13.777
-181.500, 37.171, 5.747, 13.810
-181.499, 36.980, 5.760, 13.843
-181.499, 36.787, 5.774, 13.876
-181.499, 36.595, 5.787, 13.909
-181.498, 36.401, 5.801, 13.942
-181.498, 36.208, 5.815, 13.975
-181.498, 36.014, 5.830, 14.008
-181.498, 35.819, 5.845, 14.041
-181.497, 35.624, 5.861, 14.074
-181.497, 35.428, 5.878, 14.107
-181.497, 35.232, 5.895, 14.140
-181.496, 35.035, 5.912, 14.173
-181.496, 34.837, 5.931, 14.206
-181.496, 34.639, 5.949, 14.239
-181.495, 34.440, 5.968, 14.272
-181.495, 34.241, 5.988, 14.305
-181.495, 34.041, 6.008, 14.338
-181.494, 33.840, 6.028, 14.371
-181.494, 33.639, 6.049, 14.404
-181.493, 33.437, 6.070, 14.437
-181.493, 33.234, 6.090, 14.470
-181.493, 33.030, 6.111, 14.503
-181.492, 32.826, 6.132, 14.536
-181.492, 32.621, 6.153, 14.569
-181.492, 32.416, 6.174, 14.602
-181.491, 32.209, 6.195, 14.635
-181.491, 32.002, 6.216, 14.668
-181.491, 31.795, 6.237, 14.701
-181.490, 31.586, 6.258, 14.734
-181.490, 31.377, 6.278, 14.767
-181.489, 31.168, 6.299, 14.800
-181.489, 30.957, 6.319, 14.833
-181.489, 30.746, 6.339, 14.866
-181.488, 30.534, 6.359, 14.899
-181.488, 30.322, 6.380, 14.932
-181.487, 30.109, 6.400, 14.965
-181.487, 29.895, 6.420, 14.998
-181.487, 29.681, 6.440, 15.031
-181.486, 29.466, 6.460, 15.064
-181.486, 29.250, 6.480, 15.097
-181.485, 29.033, 6.500, 15.130
-181.485, 28.816, 6.520, 15.163
-181.485, 28.598, 6.541, 15.196
-181.484, 28.380, 6.561, 15.229
-181.484, 28.161, 6.582, 15.262
-181.483, 27.941, 6.602, 15.295
-181.483, 27.720, 6.623, 15.328
-181.482, 27.499, 6.644, 15.361
-181.482, 27.277, 6.665, 15.394
-181.482, 27.055, 6.687, 15.427
-181.481, 26.831, 6.708, 15.460
-181.481, 26.607, 6.730, 15.493
-181.480, 26.382, 6.751, 15.526
-181.480, 26.157, 6.773, 15.559
-181.479, 25.930, 6.795, 15.592
-181.479, 25.704, 6.816, 15.625
-181.478, 25.476, 6.838, 15.658
-181.478, 25.247, 6.859, 15.691
-181.477, 25.018, 6.881, 15.724
-181.477, 24.788, 6.902, 15.757
-181.476, 24.558, 6.924, 15.790
-181.476, 24.327, 6.945, 15.823
-181.475, 24.095, 6.967, 15.856
-181.475, 23.862, 6.988, 15.889
-181.474, 23.628, 7.010, 15.922
-181.474, 23.394, 7.031, 15.955
-181.473, 23.159, 7.053, 15.988
-181.473, 22.924, 7.075, 16.021
-181.472, 22.687, 7.097, 16.054
-181.472, 22.450, 7.119, 16.087
-181.471, 22.213, 7.142, 16.120
-181.471, 21.974, 7.164, 16.153
-181.470, 21.735, 7.187, 16.186
-181.469, 21.495, 7.209, 16.219
-181.469, 21.254, 7.232, 16.252
-181.468, 21.012, 7.255, 16.285
-181.468, 20.770, 7.278, 16.318
-181.467, 20.527, 7.301, 16.351
-181.467, 20.283, 7.324, 16.384
-181.466, 20.038, 7.348, 16.417
-181.465, 19.792, 7.371, 16.450
-181.465, 19.546, 7.394, 16.483
-181.464, 19.299, 7.418, 16.516
-181.464, 19.051, 7.442, 16.549
-181.463, 18.803, 7.465, 16.582
-181.463, 18.553, 7.489, 16.615
-181.462, 18.303, 7.513, 16.648
-181.461, 18.052, 7.536, 16.681
-181.461, 17.800, 7.560, 16.714
-181.460, 17.548, 7.584, 16.747
-181.459, 17.294, 7.608, 16.780
-181.459, 17.040, 7.632, 16.813
-181.458, 16.785, 7.656, 16.846
-181.458, 16.529, 7.680, 16.879
-181.457, 16.273, 7.703, 16.912
-181.456, 16.015, 7.727, 16.945
-181.456, 15.757, 7.751, 16.978
-181.455, 15.498, 7.775, 17.011
-181.454, 15.238, 7.800, 17.044
-181.454, 14.978, 7.824, 17.077
-181.453, 14.716, 7.848, 17.110
-181.452, 14.454, 7.873, 17.143
-181.452, 14.191, 7.897, 17.176
-181.451, 13.927, 7.922, 17.209
-181.450, 13.663, 7.947, 17.242
-181.449, 13.397, 7.972, 17.275
-181.449, 13.131, 7.997, 17.308
-181.448, 12.863, 8.022, 17.341
-181.447, 12.595, 8.048, 17.374
-181.447, 12.326, 8.073, 17.407
-181.446, 12.057, 8.099, 17.440
-181.445, 11.786, 8.125, 17.473
-181.444, 11.515, 8.150, 17.506
-181.444, 11.242, 8.176, 17.539
-181.443, 10.969, 8.202, 17.572
-181.442, 10.695, 8.228, 17.605
-181.441, 10.420, 8.255, 17.638
-181.441, 10.144, 8.281, 17.671
-181.440, 9.867, 8.308, 17.704
-181.439, 9.590, 8.334, 17.737
-181.438, 9.311, 8.361, 17.770
-181.437, 9.032, 8.387, 17.803
-181.437, 8.752, 8.414, 17.836
-181.436, 8.471, 8.441, 17.869
-181.435, 8.189, 8.468, 17.902
-181.434, 7.906, 8.495, 17.935
-181.433, 7.622, 8.522, 17.968
-181.432, 7.337, 8.549, 18.001
-181.432, 7.051, 8.577, 18.034
-181.431, 6.765, 8.604, 18.067
-181.430, 6.477, 8.632, 18.100
-181.429, 6.189, 8.659, 18.133
-181.428, 5.899, 8.687, 18.166
-181.427, 5.609, 8.714, 18.199
-181.426, 5.318, 8.742, 18.232
-181.425, 5.026, 8.770, 18.265
-181.425, 4.733, 8.798, 18.298
-181.424, 4.439, 8.826, 18.331
-181.423, 4.144, 8.854, 18.364
-181.422, 3.848, 8.883, 18.397
-181.421, 3.551, 8.911, 18.430
-181.420, 3.254, 8.940, 18.463
-181.419, 2.955, 8.968, 18.496
-181.418, 2.655, 8.997, 18.529
-181.417, 2.355, 9.025, 18.562
-181.416, 2.053, 9.054, 18.595
-181.415, 1.750, 9.083, 18.628
-181.414, 1.447, 9.112, 18.661
-181.413, 1.142, 9.141, 18.694
-181.412, 0.837, 9.170, 18.727
-181.411, 0.531, 9.200, 18.760
-181.410, 0.223, 9.229, 18.793
-181.409, -0.085, 9.258, 18.826
-181.408, -0.395, 9.288, 18.859
-181.407, -0.705, 9.318, 18.892
-181.406, -1.016, 9.347, 18.925
-181.405, -1.329, 9.377, 18.958
-181.404, -1.642, 9.407, 18.991
-181.403, -1.956, 9.437, 19.024
-181.402, -2.272, 9.468, 19.057
-181.401, -2.588, 9.498, 19.090
-181.400, -2.905, 9.528, 19.123
-181.399, -3.224, 9.559, 19.156
-181.398, -3.543, 9.589, 19.189
-181.396, -3.863, 9.620, 19.222
-181.395, -4.185, 9.651, 19.255
-181.394, -4.507, 9.681, 19.288
-181.393, -4.831, 9.712, 19.321
-181.392, -5.155, 9.743, 19.354
-181.391, -5.481, 9.775, 19.387
-181.390, -5.808, 9.806, 19.420
-181.388, -6.135, 9.837, 19.453
-181.387, -6.464, 9.869, 19.486
-181.386, -6.794, 9.900, 19.519
-181.385, -7.125, 9.932, 19.552
-181.384, -7.456, 9.964, 19.585
-181.382, -7.789, 9.996, 19.618
-181.381, -8.123, 10.027, 19.651
-181.380, -8.458, 10.060, 19.684
-181.379, -8.794, 10.092, 19.717
-181.377, -9.132, 10.124, 19.750
-181.376, -9.470, 10.156, 19.783
-181.375, -9.809, 10.189, 19.816
-181.374, -10.150, 10.221, 19.849
-181.372, -10.491, 10.254, 19.882
-181.371, -10.834, 10.287, 19.915
-181.370, -11.178, 10.320, 19.948
-181.368, -11.523, 10.353, 19.981
-181.367, -11.868, 10.386, 20.014
-181.366, -12.215, 10.419, 20.047
-181.364, -12.564, 10.452, 20.080
-181.363, -12.913, 10.486, 20.113
-181.362, -13.263, 10.519, 20.146
-181.360, -13.615, 10.553, 20.179
-181.359, -13.967, 10.586, 20.212
-181.358, -14.321, 10.620, 20.245
-181.356, -14.676, 10.654, 20.278
-181.355, -15.032, 10.688, 20.311
-181.353, -15.389, 10.722, 20.344
-181.352, -15.747, 10.756, 20.377
-181.350, -16.107, 10.791, 20.410
-181.349, -16.467, 10.825, 20.443
-181.347, -16.829, 10.860, 20.476
-181.346, -17.192, 10.894, 20.509
-181.345, -17.556, 10.929, 20.542
-181.343, -17.921, 10.964, 20.575
-181.342, -18.287, 10.999, 20.608
-181.340, -18.655, 11.034, 20.641
-181.338, -19.024, 11.069, 20.674
-181.337, -19.394, 11.105, 20.707
-181.335, -19.765, 11.140, 20.740
-181.334, -20.137, 11.176, 20.773
-181.332, -20.510, 11.211, 20.806
-181.331, -20.885, 11.247, 20.839
-181.329, -21.261, 11.283, 20.872
-181.327, -21.638, 11.319, 20.905
-181.326, -22.016, 11.355, 20.938
-181.324, -22.395, 11.391, 20.971
-181.322, -22.776, 11.427, 21.004
-181.321, -23.158, 11.464, 21.037
-181.319, -23.541, 11.501, 21.070
-181.317, -23.925, 11.537, 21.103
-181.316, -24.311, 11.574, 21.136
-181.314, -24.697, 11.611, 21.169
-181.312, -25.085, 11.649, 21.202
-181.311, -25.475, 11.686, 21.235
-181.309, -25.865, 11.724, 21.268
-181.307, -26.257, 11.762, 21.301
-181.305, -26.650, 11.800, 21.334
-181.303, -27.044, 11.839, 21.367
-181.302, -27.440, 11.877, 21.400
-181.300, -27.837, 11.916, 21.433
-181.298, -28.235, 11.955, 21.466
-181.296, -28.634, 11.994, 21.499
-181.294, -29.035, 12.033, 21.532
-181.293, -29.437, 12.072, 21.565
-181.291, -29.841, 12.112, 21.598
-181.289, -30.245, 12.152, 21.631
-181.287, -30.651, 12.192, 21.664
-181.285, -31.059, 12.232, 21.697
-181.283, -31.468, 12.272, 21.730
-181.281, -31.878, 12.312, 21.763
-181.279, -32.289, 12.353, 21.796
-181.277, -32.702, 12.393, 21.829
-181.275, -33.116, 12.434, 21.862
-181.273, -33.532, 12.475, 21.895
-181.271, -33.948, 12.516, 21.928
-181.269, -34.367, 12.557, 21.961
-181.267, -34.786, 12.598, 21.994
-181.265, -35.207, 12.640, 22.027
-181.263, -35.630, 12.681, 22.060
-181.261, -36.053, 12.723, 22.093
-181.259, -36.479, 12.765, 22.126
-181.257, -36.905, 12.807, 22.159
-181.255, -37.333, 12.849, 22.192
-181.252, -37.762, 12.891, 22.225
-181.250, -38.193, 12.933, 22.258
-181.248, -38.625, 12.975, 22.291
-181.246, -39.059, 13.018, 22.324
-181.244, -39.494, 13.060, 22.357
-181.241, -39.930, 13.103, 22.390
-181.239, -40.368, 13.146, 22.423
-181.237, -40.808, 13.189, 22.456
-181.235, -41.248, 13.232, 22.489
-181.232, -41.690, 13.275, 22.522
-181.230, -42.134, 13.318, 22.555
-181.228, -42.579, 13.362, 22.588
-181.226, -43.026, 13.405, 22.621
-181.223, -43.474, 13.449, 22.654
-181.221, -43.923, 13.493, 22.687
-181.218, -44.374, 13.537, 22.720
-181.216, -44.826, 13.581, 22.753
-181.214, -45.280, 13.625, 22.786
-181.211, -45.735, 13.669, 22.819
-181.209, -46.192, 13.714, 22.852
-181.206, -46.650, 13.759, 22.885
-181.204, -47.110, 13.803, 22.918
-181.201, -47.571, 13.848, 22.951
-181.199, -48.034, 13.893, 22.984
-181.196, -48.498, 13.938, 23.017
